Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,Great Features,Very easy transition from my previous phone. It seems as though the battery life is not all that great. Sometimes i need to charge it twice a day. I rarely use it when i am at work.,2016-07-11T01:40:1,Slinky116
Galaxy-s7,Good features.  Still getting used to the updated phone.,I bought this phone a week ago.  Had some difficulties transferring the information from my old phone but the in store Verizon staff made it happen and were happy to help.,2016-07-11T00:50:3,karenchev
Galaxy-s7,I like it,"So far so good, no  problems.",2016-07-10T22:29:3,Soonerc
Galaxy-s7,love the new features,id give it all 5 stars but battery life is still terible,2016-07-10T21:22:4,Impact8799
Galaxy-s7,Love the S7!,Upgraded from the S5 and love it!,2016-07-10T20:40:4,Oneunikgirl
Galaxy-s7,Nice phone,I don't like the glass screen cover that does not cover the whole screen but has gaps on the sides.,2016-07-10T18:58:4,Azuloaga
Galaxy-s7,Phone is definitely an upgrade from my S4,"The S7 has great response time, and still getting used to all the features. maybe a little larger screen would have been better. So far so good.",2016-07-10T18:24:4,Rambo151
Galaxy-s7,Samsung Galaxy S7,"After using Windows phones for years, I switched to this Android.  Still getting used to it, but general pleased.",2016-07-10T18:21:1,DeanNewSamsungGalaxyS7
Galaxy-s7,Simple,There are loads of simple features that even a novice like me make it look easy.,2016-07-10T02:52:2,Mudchaser22
Galaxy-s7,Love the speed. But I some of the features of S5.,"After 2+ years and some mishaps to my Galaxy S5 (a few drops in the field training [army field training] - the lifeproof case holds up to its claims) I love the speed and functionality of the S7 (to add, purchased a lifeproof case to step up the waterproof rate) but miss the IR feature of the S5 - used peel app for my audio/video equipment. Otherwise the S7 is sleek and photo phenomenal.",2016-07-10T01:00:5,T_Dub
Galaxy-s7,Love the upgrade!!,I bought this phone a week 2 weeks ago and I couldn't be happier! I thought I would need more than a 3 day weekend to transition from a Galaxy S4 to the new S7 but it was easy. The speed of the phone is amazing and I don't have anything bad to say!,2016-07-09T18:57:2,PharmTech4Life
Galaxy-s7,Great,Great phone with great features. Fast. Terrific camera.,2016-07-09T18:47:5,Rayoman
Galaxy-s7,"So far,  so good :)",I've only had my new phone for a very short time but so far I'm loving it.,2016-07-09T18:37:2,Bridgie1
Galaxy-s7,good phone,"I got this phone about week ago. Phone has some advance technical features such as fingerprint unlocking; however, it is missing some features such as lock screen banner.",2016-07-09T18:28:3,prasad1127
Galaxy-s7,Galaxy s7 best galaxy so far,I've had the S7 since release date and it's a great phone with loaded features including 4k photo/video. Love that Samsung brought back the external storage option and water resistant capabilities!! The only downside is have found is when service is low or out the battery drains very rapidly (less than 8 hours)... if there was a low network battery option fix then I would give 6 stars!! Overall a great device and very happy,2016-07-09T18:20:5,RaymondP07
Galaxy-s7,All good except the screen proction from ZAGG,The switch from the S5 to the S7 was like I had the same phone I was used to but new and better. no learning time required,2016-07-09T17:40:2,Mike Carman
Galaxy-s7,Pretty good,The S7 is pewrry decent but im dissapointed at how fast tje nattery discharges. Alrhougjt the fast charge feature counters that I dont wamt to be stuck to an pitlet all day.,2016-07-09T17:04:0,SHEDEAL
Galaxy-s7,Great Camera,"Great phone, camera is awesome",2016-07-09T16:55:2,gmas30
Galaxy-s7,S7 GALAXY,My S5 had a much better battery life even 2 years in. Besides that phone is compact and very easy to navigate and use.,2016-07-09T12:37:1,Jets1234
Galaxy-s7,New phone,"Overall Verizon experience,  satisfactory",2016-07-09T03:10:1,asbakerlmt
Galaxy-s7,Many useful features. Impressed with range of capability.,I bought this phone as an upgrade for a flip open phone (pre-paid acct). Picture quality and resolution much better than our older phone.  I also like the wi-fi access and find that very useful.  This phone is worlds apart from non-smart phones.  The countless available apps are amazing - and it has video capability.  Texting is much better.,2016-07-08T22:47:3,TrainsGuy
Galaxy-s7,Easy to use,Upgrade was due stayed with the Samsung,2016-07-08T22:22:5,Anniet
Galaxy-s7,Great phone so far,I have had this phone for about a month.  The camera is great.  My only issue that it is really slow at txting photos and I seem to have to send the photo and then my txt that goes along with it and if I put more than one photo on one txt it may never be sent.,2016-07-08T19:55:4,megfjones57
Galaxy-s7,galaxy S7,so far so good takes some getting used to seem like a few  more key strokes.,2016-07-08T19:07:3,realtor2016
Galaxy-s7,good but frustrating,"I have had the phone for two weeks now. I can not use the power saving mode as it will not allow the voice mail app to work, it affects Bluetooth connections and creates issues with Facebook and Facebook messenger apps. My only other compliant is that it will not allow me to set ringtones or notification other than the default on many of hte apps or contacts.\r\nOther than that the phone is pretty good, sound quality is better than my S5 and the 32 gig is great, the phone is not running out of space like the S5 did almost immediately.",2016-07-08T18:22:4,TriJedi
Galaxy-s7,Great Phone,Bought Samsung Galaxy S7 as an upgrade to an LG love it works great,2016-07-08T18:17:0,Dphipps98
Galaxy-s7,Still in transition,"Still learning about the features and the differences from old phone, but easy to figure out.",2016-07-08T14:38:2,Ann Marie
Galaxy-s7,Decent transition,"I hate having to get a new phone,  but this one was pretty easy to transition to.  The only thing that I don't really like is that I have to press harder on my screen for swipe",2016-07-08T13:08:3,Nbrockman
Galaxy-s7,Makes tracking schedule easy,I bought this phone so I can keep better track of my schedule. It takes great photos and it is easy to set up your calendar.,2016-07-08T05:10:2,JohnEbgert13
Galaxy-s7,"Was due for up grade , like Samsung","Just have to adjust to the difference from old phone, Samsung 5",2016-07-08T02:25:0,Harleys mama
Galaxy-s7,"Awesome, but","Jamming lightning fast phone. But the Bluetooth on the phone never would connect with my car. Verizon tried their best to help, but even the experts were stumped. So I got an IPhone, not as good, bummer for me. But at least it works with my car.",2016-07-08T01:26:1,JeffE1999
Galaxy-s7,Best Galaxy Out There,"I got this device 2 days before it was released because I preordered it, I also got a free gear s2 from preordering. The phone I will say only really needs a better battery, 6-8GBs of ram, and Micro USB-C to stay ahead of the competitors. I recommend this phone on the daily and I think it is a beautiful phone, Samsung gets better and better every year. I do really love the fact that you can upgrade every year with this phone as well, not saying that I will get tired of the phone or that I am not satisfied with it but I do know that all manufacturers are making all phones more expensive to buy and it is just nice to know you have all the options.",2016-07-07T23:51:2,CR112
Galaxy-s7,I dig it.,Great phone. Exceptional camera. Good feel. Mediocre battery life if used frequently.,2016-07-07T18:19:5,Heimdallr
Galaxy-s7,Great Features! Love the extra space!!!,My only issues with this phone is that it gives me error messages when plugged into the pc for file transfers. There was also a small issue when I first started the droid with messages not coming in but once that was taken care of we are pretty good!!,2016-07-07T13:37:5,gogussy
Galaxy-s7,Good device - one main problem,"This could be a great device. Almost identical to GS6 with more memory, speed, better battery. And also the return of SD Ram slot and water resistance.  I have one big problem, the screen.  The screen display should be it best feature but for some reason Samsung chose to give it a slight barely noticeable curve on the edges (I am not talking about the S7 Edge version of the phone).  This slight curve makes it impossible to get almost any tempered glass screen display to fit properly on this unit.  You have to choose between tempered glass which does not cover the width of the screen or you can go with some models that try to fit the full width but won't stick on the curved edges and will allow dust underneath.  This may seem like a minor complaint but this phone is too expensive to go without a screen protector and all the ones available for the phone don't fit.  GS6 does not have this issue because the screen is perfectly flat a tempered glass fits perfectly.  It is annoying to the point where I may consider returning it because I have a screen protector that doesn't cover the entire screen and it looks terrible.  Search for every screen protector for this phone and read the reviews for the screen protector.  They are mostly bad reviews because they don't cpover the screen or they do cover it but won't stick on the edges.  Turns out that it is not the fault of the screen protector, it is the fault of the screen designed by Samsung.",2016-07-07T04:08:2,mitch053
Galaxy-s7,Nice Phone,Still learning how to use all of the features but I like the phone.,2016-07-06T21:36:1,cjones1908
Galaxy-s7,Getting used to new features. So far so good.,Got hacked shortly after buying new phone. Is there an anti virus built in?,2016-07-06T18:58:0,doublecreek
Galaxy-s7,"Reliable, except for speeds",My download speed is like a turtle.,2016-07-06T18:44:5,ABrit
Galaxy-s7,Good phone... a little glitchy,"All told the Galaxy 7 is a good phone. Good memory, fast processing and strong battery. \r\n\r\nHave had a little glitchy experience with network related issues with text messaging but customer support worked hard to resolve.",2016-07-06T18:32:2,HMB3223
Galaxy-s7,"Great phone, I got it for a couple of days now and I love it.","Phone is great. Good features, good size and long battery life. In addition I bought a cover case as well.",2016-07-06T05:29:0,Wilberino
Galaxy-s7,great new phone but have to get used to it....,sometimes I love it - and sometimes I hate it - some of the ways you deal with the basics seem counterintuitive...but overall good. ;),2016-07-05T19:43:5,tammymcd
